ADDRESS,VACANT AS OF,WARD,DWELLING TYPE,DISTRICT,SALE REVIEW CATEGORY,CENSUS TRACT,MAP LOCATION
1622 WELLESLEY AVE,08/14/2014 12:00:00 AM,3,Single Family Residential,14,1,36400,"1622 WELLESLEY AVE
St Paul, MN
(44.931508, -93.16894)"
591 WELLS ST,07/14/2014 12:00:00 AM,6,Single Family Residential,5,2,31500,"591 WELLS ST
St Paul, MN
(44.96752, -93.075481)"
676 WELLS ST,08/07/2012 12:00:00 AM,6,Single Family Residential,5,3,31500,"676 WELLS ST
St Paul, MN
(44.967549, -93.071978)"
135 WESTERN AVE S,04/03/2015 12:00:00 AM,2,Single Family Residential,9,1,36900,"135 WESTERN AVE S
St Paul, MN
(44.937394, -93.115996)"
653 WESTERN AVE N,05/01/2014 12:00:00 AM,1,Duplex,7,2,32600,"653 WESTERN AVE N
St Paul, MN
(44.960925, -93.116134)"
661 WESTERN AVE N,09/18/2012 12:00:00 AM,1,Mixed Use,7,2,32600,"661 WESTERN AVE N
St Paul, MN
(44.961338, -93.116132)"
708 WESTERN AVE N,05/07/2015 12:00:00 AM,1,Single Family Residential,7,2,32700,"708 WESTERN AVE N
St Paul, MN
(44.962609, -93.116131)"
750 WESTERN AVE N,07/07/2009 12:00:00 AM,1,Single Family Residential,7,2,32700,"750 WESTERN AVE N
St Paul, MN
(44.963825, -93.116128)"
942 WESTERN AVE N,11/01/2013 12:00:00 AM,1,Duplex,6,2,31300,"942 WESTERN AVE N
St Paul, MN
(44.969637, -93.116104)"
946 WESTERN AVE N,02/18/2014 12:00:00 AM,1,Single Family Residential,6,2,31300,"946 WESTERN AVE N
St Paul, MN
(44.969741, -93.116104)"
952 WESTERN AVE N,04/11/2014 12:00:00 AM,1,Single Family Residential,6,2,31300,"952 WESTERN AVE N
St Paul, MN
(44.969847, -93.116103)"
456 WHEELER ST N,09/23/2013 12:00:00 AM,4,Single Family Residential,13,2,33200,"456 WHEELER ST N
St Paul, MN
(44.954882, -93.174637)"
1344 WHEELER ST S,06/17/2011 12:00:00 AM,3,Single Family Residential,15,2,37601,"1344 WHEELER ST S
St Paul, MN
(44.90055, -93.174652)"
155 WHEELOCK PKWY E,02/20/2014 12:00:00 AM,5,Single Family Residential,6,3,30500,"155 WHEELOCK PKWY E
St Paul, MN
(44.990714, -93.094156)"
329 WHEELOCK PKWY E,07/02/2014 12:00:00 AM,5,Single Family Residential,5,2,30601,"329 WHEELOCK PKWY E
St Paul, MN
(44.990646, -93.086677)"
353 WHEELOCK PKWY W,11/18/2013 12:00:00 AM,5,Single Family Residential,6,3,30400,"353 WHEELOCK PKWY W
St Paul, MN
(44.988328, -93.1138)"
418 WHEELOCK PKWY W,08/22/2014 12:00:00 AM,5,Single Family Residential,6,2,30400,"418 WHEELOCK PKWY W
St Paul, MN
(44.984681, -93.115923)"
786 WHEELOCK PKWY E,05/09/2014 12:00:00 AM,6,Single Family Residential,5,2,30602,"786 WHEELOCK PKWY E
St Paul, MN
(44.984652, -93.067355)"
427 WHITALL ST,11/20/2012 12:00:00 AM,5,Single Family Residential,5,2,31500,"427 WHITALL ST
St Paul, MN
(44.966544, -93.082674)"
2215 WILLIAM TELL ROAD,01/06/2015 12:00:00 AM,7,Single Family Residential,1,2,37403,"2215 WILLIAM TELL ROAD
St Paul, MN
(44.916292, -93.00657)"
716 WILSON AVE,10/27/2005 12:00:00 AM,7,Single Family Residential,4,2,34400,"716 WILSON AVE
St Paul, MN
(44.953356, -93.065688)"
735 WILSON AVE,08/07/2012 12:00:00 AM,7,Single Family Residential,4,2,34400,"735 WILSON AVE
St Paul, MN
(44.953839, -93.064771)"
898 WILSON AVE,04/26/2010 12:00:00 AM,7,Single Family Residential,4,2,34500,"898 WILSON AVE
St Paul, MN
(44.954026, -93.062594)"
911 WILSON AVE,04/15/2011 12:00:00 AM,7,Single Family Residential,4,2,34500,"911 WILSON AVE
St Paul, MN
(44.954035, -93.061887)"
955 WILSON AVE,12/19/2014 12:00:00 AM,7,Single Family Residential,4,2,34500,"955 WILSON AVE
St Paul, MN
(44.954049, -93.060034)"
961 WILSON AVE,05/06/2013 12:00:00 AM,7,Multi-family Residential,4,2,34500,"961 WILSON AVE
St Paul, MN
(44.954049, -93.059837)"
972 WILSON AVE,05/19/2015 12:00:00 AM,7,Single Family Residential,4,2,34500,"972 WILSON AVE
St Paul, MN
(44.954049, -93.059406)"
987 WILSON AVE,04/06/2010 12:00:00 AM,7,Single Family Residential,4,2,34500,"987 WILSON AVE
St Paul, MN
(44.954049, -93.058796)"
988 WILSON AVE,02/15/2013 12:00:00 AM,7,Single Family Residential,4,1,34500,"988 WILSON AVE
St Paul, MN
(44.954049, -93.058789)"
1021 WILSON AVE,03/31/2009 12:00:00 AM,7,Single Family Residential,4,2,34500,"1021 WILSON AVE
St Paul, MN
(44.954051, -93.057411)"
1514 WILSON AVE,08/07/2014 12:00:00 AM,7,Single Family Residential,1,2,34602,"1514 WILSON AVE
St Paul, MN
(44.954518, -93.036688)"
1337 WINCHELL ST,04/15/2014 12:00:00 AM,6,Single Family Residential,2,2,30704,"1337 WINCHELL ST
St Paul, MN
(44.981771, -93.039317)"
1526 WINCHELL ST,03/13/2015 12:00:00 AM,6,Single Family Residential,2,1,30703,"1526 WINCHELL ST
St Paul, MN
(44.987401, -93.039221)"
96 WINIFRED ST W,06/20/2014 12:00:00 AM,2,Mixed Use,3,2,37100,"96 WINIFRED ST W
St Paul, MN
(44.931383, -93.089351)"
214 WINIFRED ST E,10/06/2014 12:00:00 AM,2,Single Family Residential,3,2,36100,"214 WINIFRED ST E
St Paul, MN
(44.930964, -93.075203)"
220 WINIFRED ST W,12/12/2013 12:00:00 AM,2,Duplex,3,2,37100,"220 WINIFRED ST W
St Paul, MN
(44.931385, -93.094886)"
220 WINONA ST E,07/19/2012 12:00:00 AM,2,Duplex,3,2,37200,"220 WINONA ST E
St Paul, MN
(44.921319, -93.076012)"
280 WINONA ST E,09/18/2014 12:00:00 AM,2,Single Family Residential,3,2,37200,"280 WINONA ST E
St Paul, MN
(44.92133, -93.073709)"
503 WINONA ST E,10/27/2011 12:00:00 AM,2,Single Family Residential,3,2,37200,"503 WINONA ST E
St Paul, MN
(44.921251, -93.064389)"
435 WINSLOW AVE,06/06/2011 12:00:00 AM,2,Duplex,3,2,37100,"435 WINSLOW AVE
St Paul, MN
(44.932774, -93.089612)"
549 WINSLOW AVE,09/05/2013 12:00:00 AM,2,Single Family Residential,3,2,37100,"549 WINSLOW AVE
St Paul, MN
(44.929323, -93.089553)"
82 WINTER ST,11/03/2010 12:00:00 AM,1,Single Family Residential,7,2,42800,"82 WINTER ST
St Paul, MN
(44.959956, -93.103083)"
128 WINTER ST,10/01/2014 12:00:00 AM,1,Duplex,7,2,42800,"128 WINTER ST
St Paul, MN
(44.959962, -93.105344)"
30 WINTHROP ST S,01/22/2015 12:00:00 AM,7,Single Family Residential,1,2,37403,"30 WINTHROP ST S
St Paul, MN
(44.940127, -93.009947)"
877 WOODBRIDGE ST,11/06/2007 12:00:00 AM,1,Duplex,6,2,31300,"877 WOODBRIDGE ST
St Paul, MN
(44.967697, -93.108445)"
934 WOODBRIDGE ST,09/26/2014 12:00:00 AM,1,Single Family Residential,6,2,31300,"934 WOODBRIDGE ST
St Paul, MN
(44.969537, -93.108495)"
955 WOODBRIDGE ST,07/19/2013 12:00:00 AM,1,Duplex,6,2,31300,"955 WOODBRIDGE ST
St Paul, MN
(44.969844, -93.108494)"
985 WOODBRIDGE ST,02/05/2014 12:00:00 AM,5,Single Family Residential,6,2,31300,"985 WOODBRIDGE ST
St Paul, MN
(44.970898, -93.108496)"
1297 WOODBRIDGE ST,10/05/2012 12:00:00 AM,5,Single Family Residential,6,2,30800,"1297 WOODBRIDGE ST
St Paul, MN
(44.980297, -93.108441)"
1936 WORCESTER AVE,10/08/2014 12:00:00 AM,3,Single Family Residential,15,2,37601,"1936 WORCESTER AVE
St Paul, MN
(44.903899, -93.182082)"
188 WYOMING ST E,11/13/2014 12:00:00 AM,2,Single Family Residential,3,2,37200,"188 WYOMING ST E
St Paul, MN
(44.920415, -93.0773)"
282 WYOMING ST E,05/31/2013 12:00:00 AM,2,Single Family Residential,3,2,37200,"282 WYOMING ST E
St Paul, MN
(44.920382, -93.073537)"
647 YORK AVE,01/14/2004 12:00:00 AM,6,Commercial,5,3,31500,"647 YORK AVE
St Paul, MN
(44.968453, -93.073117)"
655 YORK AVE,03/18/2014 12:00:00 AM,6,Duplex,5,2,31500,"655 YORK AVE
St Paul, MN
(44.968454, -93.072798)"
677 YORK AVE,06/20/2012 12:00:00 AM,6,Single Family Residential,5,2,31500,"677 YORK AVE
St Paul, MN
(44.968457, -93.072019)"
865 YORK AVE,12/05/2012 12:00:00 AM,6,Multi-family Residential,5,1,31600,"865 YORK AVE
St Paul, MN
(44.968521, -93.064066)"
1511 YORK AVE,11/16/2011 12:00:00 AM,6,Single Family Residential,2,2,31702,"1511 YORK AVE
St Paul, MN
(44.968777, -93.036768)"
1799 YORK AVE,05/02/2011 12:00:00 AM,6,Single Family Residential,2,2,31801,"1799 YORK AVE
St Paul, MN
(44.968759, -93.024319)"
